역명,날짜,광역_수송실적인원,ITX-청춘_수송실적인원
춘천,2020년 10월 04일,2282,1272
춘천,2020년 10월 05일,1500,1139
춘천,2020년 10월 06일,1507,1017
춘천,2020년 10월 07일,1464,1046
춘천,2020년 10월 08일,1788,1382
춘천,2020년 10월 09일,2634,1910
춘천,2020년 10월 10일,2380,2003
춘천,2020년 10월 11일,1971,1747
춘천,2020년 10월 12일,1535,1115
춘천,2020년 10월 13일,1570,1134
춘천,2020년 10월 14일,1641,1198
춘천,2020년 10월 15일,1599,1176
춘천,2020년 10월 16일,1872,1573
춘천,2020년 10월 17일,2468,2078
춘천,2020년 10월 18일,2225,2021
춘천,2020년 10월 19일,1876,1303
춘천,2020년 10월 20일,2251,1428
춘천,2020년 10월 21일,1888,1291
춘천,2020년 10월 22일,2124,1388
춘천,2020년 10월 23일,2241,1801
춘천,2020년 10월 24일,2780,2253
춘천,2020년 10월 25일,2591,2095
춘천,2020년 10월 26일,1961,1317
춘천,2020년 10월 27일,1933,1319
춘천,2020년 10월 28일,1953,1342
춘천,2020년 10월 29일,2128,1361
춘천,2020년 10월 30일,2510,1815
춘천,2020년 10월 31일,3043,2471
남춘천,2020년 11월 01일,2731,2898
남춘천,2020년 11월 02일,3819,2048
남춘천,2020년 11월 03일,2999,1885
남춘천,2020년 11월 04일,2971,1917
남춘천,2020년 11월 05일,3119,2012
남춘천,2020년 11월 06일,3643,2570
남춘천,2020년 11월 07일,4326,3273
남춘천,2020년 11월 08일,3050,2972
남춘천,2020년 11월 09일,3068,2096
남춘천,2020년 11월 10일,3013,1932
남춘천,2020년 11월 11일,-13,1929
남춘천,2020년 11월 12일,3879,1975
남춘천,2020년 11월 13일,3568,2548
남춘천,2020년 11월 14일,3238,2980
남춘천,2020년 11월 15일,2881,2999
남춘천,2020년 11월 16일,2880,1961
남춘천,2020년 11월 17일,3148,1828
남춘천,2020년 11월 18일,2496,1803
남춘천,2020년 11월 19일,2508,1818
남춘천,2020년 11월 20일,3308,2465
남춘천,2020년 11월 21일,2606,2619
남춘천,2020년 11월 22일,2345,2331
남춘천,2020년 11월 23일,2481,1776
남춘천,2020년 11월 24일,2148,1499
남춘천,2020년 11월 25일,2251,1515
남춘천,2020년 11월 26일,2373,1578
남춘천,2020년 11월 27일,2890,1932
남춘천,2020년 11월 28일,2061,1595
남춘천,2020년 11월 29일,1670,1843
남춘천,2020년 11월 30일,2211,1491
춘천,2020년 11월 01일,1832,2031
춘천,2020년 11월 02일,2018,1362
춘천,2020년 11월 03일,1894,1285
춘천,2020년 11월 04일,1720,1280
춘천,2020년 11월 05일,2001,1356
춘천,2020년 11월 06일,2362,1837
춘천,2020년 11월 07일,2382,2218
춘천,2020년 11월 08일,2210,2063
춘천,2020년 11월 09일,1825,1396
춘천,2020년 11월 10일,1785,1302
춘천,2020년 11월 11일,-9,1350
춘천,2020년 11월 12일,1922,1444
춘천,2020년 11월 13일,2282,1744
춘천,2020년 11월 14일,2385,2073
춘천,2020년 11월 15일,2034,2245
춘천,2020년 11월 16일,1784,1371
춘천,2020년 11월 17일,1651,1205
춘천,2020년 11월 18일,1549,1203
춘천,2020년 11월 19일,1333,1084
춘천,2020년 11월 20일,1863,1674
춘천,2020년 11월 21일,1577,1444
춘천,2020년 11월 22일,1277,1518
춘천,2020년 11월 23일,1202,1037
춘천,2020년 11월 24일,1250,1067
춘천,2020년 11월 25일,1301,926
춘천,2020년 11월 26일,1238,1002
춘천,2020년 11월 27일,1532,1162
춘천,2020년 11월 28일,1111,866
춘천,2020년 11월 29일,1010,1008
춘천,2020년 11월 30일,1074,883
남춘천,2020년 12월 01일,1991,1341
남춘천,2020년 12월 02일,2310,1417
남춘천,2020년 12월 03일,2108,1459
남춘천,2020년 12월 04일,2441,1837
남춘천,2020년 12월 05일,1859,1563
남춘천,2020년 12월 06일,1627,1789
남춘천,2020년 12월 07일,2597,1619
남춘천,2020년 12월 08일,2200,1404
남춘천,2020년 12월 09일,2125,1327
남춘천,2020년 12월 10일,2482,1606
남춘천,2020년 12월 11일,2694,1584
남춘천,2020년 12월 12일,2191,1441
남춘천,2020년 12월 13일,1712,1719
남춘천,2020년 12월 14일,2030,1388
남춘천,2020년 12월 15일,1813,1155
남춘천,2020년 12월 16일,1849,1206
남춘천,2020년 12월 17일,2025,1313
남춘천,2020년 12월 18일,2762,1644
남춘천,2020년 12월 19일,1686,1306
남춘천,2020년 12월 20일,1366,1448
남춘천,2020년 12월 21일,1979,1333
남춘천,2020년 12월 22일,2052,1231
남춘천,2020년 12월 23일,1903,1250
남춘천,2020년 12월 24일,2312,1425
남춘천,2020년 12월 25일,1538,1127
남춘천,2020년 12월 26일,1447,1239
남춘천,2020년 12월 27일,1647,1541
남춘천,2020년 12월 28일,2049,1220
남춘천,2020년 12월 29일,1851,1157
남춘천,2020년 12월 30일,1807,1190
남춘천,2020년 12월 31일,2296,1522
춘천,2020년 12월 01일,1076,833
춘천,2020년 12월 02일,1091,811
춘천,2020년 12월 03일,1140,832
춘천,2020년 12월 04일,1350,1149
춘천,2020년 12월 05일,945,842
춘천,2020년 12월 06일,934,974
춘천,2020년 12월 07일,1068,776
춘천,2020년 12월 08일,1019,761
춘천,2020년 12월 09일,1045,753
춘천,2020년 12월 10일,1057,759
춘천,2020년 12월 11일,1484,933
춘천,2020년 12월 12일,1010,780
춘천,2020년 12월 13일,1031,922
춘천,2020년 12월 14일,924,719
춘천,2020년 12월 15일,848,647
춘천,2020년 12월 16일,823,633
춘천,2020년 12월 17일,1022,764
춘천,2020년 12월 18일,1316,879
춘천,2020년 12월 19일,778,625
춘천,2020년 12월 20일,725,691
춘천,2020년 12월 21일,997,783
춘천,2020년 12월 22일,1032,750
춘천,2020년 12월 23일,1008,784
춘천,2020년 12월 24일,1176,918
춘천,2020년 12월 25일,867,609
춘천,2020년 12월 26일,881,630
춘천,2020년 12월 27일,847,851
춘천,2020년 12월 28일,885,736
춘천,2020년 12월 29일,881,650
춘천,2020년 12월 30일,811,727
춘천,2020년 12월 31일,1066,811
남춘천,2021년 01월 01일,1139,922
남춘천,2021년 01월 02일,1556,1197
남춘천,2021년 01월 03일,1452,1777
남춘천,2021년 01월 04일,1891,1186
남춘천,2021년 01월 05일,1821,1085
남춘천,2021년 01월 06일,1742,1114
남춘천,2021년 01월 07일,2033,1222
남춘천,2021년 01월 08일,2031,1437
남춘천,2021년 01월 09일,1600,1243
남춘천,2021년 01월 10일,1434,1539
남춘천,2021년 01월 11일,1938,1270
남춘천,2021년 01월 12일,2134,1215
남춘천,2021년 01월 13일,2209,1315
남춘천,2021년 01월 14일,2124,1291
남춘천,2021년 01월 15일,2555,1407
남춘천,2021년 01월 16일,1986,1468
남춘천,2021년 01월 17일,2005,1785
남춘천,2021년 01월 18일,2486,1365
남춘천,2021년 01월 19일,2030,1309
남춘천,2021년 01월 20일,2172,1330
남춘천,2021년 01월 21일,2079,1332
남춘천,2021년 01월 22일,2845,1471
남춘천,2021년 01월 23일,2115,1717
남춘천,2021년 01월 24일,1978,1885
남춘천,2021년 01월 25일,2370,1374
남춘천,2021년 01월 26일,2136,1320
남춘천,2021년 01월 27일,2764,1318
남춘천,2021년 01월 28일,2366,1320
남춘천,2021년 01월 29일,2504,1446
남춘천,2021년 01월 30일,2132,1859
남춘천,2021년 01월 31일,1919,1809
춘천,2021년 01월 01일,672,471
춘천,2021년 01월 02일,769,659
춘천,2021년 01월 03일,830,922
춘천,2021년 01월 04일,915,698
춘천,2021년 01월 05일,937,664
춘천,2021년 01월 06일,803,636
춘천,2021년 01월 07일,971,687
춘천,2021년 01월 08일,964,757
춘천,2021년 01월 09일,789,580
춘천,2021년 01월 10일,723,767
춘천,2021년 01월 11일,859,711
춘천,2021년 01월 12일,905,672
춘천,2021년 01월 13일,1151,731
춘천,2021년 01월 14일,1006,744
춘천,2021년 01월 15일,1339,851
춘천,2021년 01월 16일,1002,834
춘천,2021년 01월 17일,934,1017
춘천,2021년 01월 18일,1211,790
춘천,2021년 01월 19일,952,730
춘천,2021년 01월 20일,1013,716
춘천,2021년 01월 21일,1076,724
춘천,2021년 01월 22일,1373,832
춘천,2021년 01월 23일,1219,905
춘천,2021년 01월 24일,1280,1062
춘천,2021년 01월 25일,1292,752
춘천,2021년 01월 26일,1090,757
춘천,2021년 01월 27일,1198,781
춘천,2021년 01월 28일,1171,800
춘천,2021년 01월 29일,1212,840
춘천,2021년 01월 30일,1101,1012
춘천,2021년 01월 31일,1164,1109
남춘천,2021년 02월 01일,2258,1297
남춘천,2021년 02월 02일,2443,1268
남춘천,2021년 02월 03일,2172,1250
남춘천,2021년 02월 04일,2270,1317
남춘천,2021년 02월 05일,2653,1417
남춘천,2021년 02월 06일,2177,1869
남춘천,2021년 02월 07일,2507,1823
남춘천,2021년 02월 08일,2411,1355
남춘천,2021년 02월 09일,2251,1337
남춘천,2021년 02월 10일,3018,1517
남춘천,2021년 02월 11일,1974,1341
남춘천,2021년 02월 12일,1612,1599
남춘천,2021년 02월 13일,2394,1952
남춘천,2021년 02월 14일,2448,2197
남춘천,2021년 02월 15일,2367,1722
남춘천,2021년 02월 16일,2197,1655
남춘천,2021년 02월 17일,2393,1566
남춘천,2021년 02월 18일,2170,1569
남춘천,2021년 02월 19일,2677,2022
남춘천,2021년 02월 20일,2677,2254
남춘천,2021년 02월 21일,2301,2132
남춘천,2021년 02월 22일,3211,1875
남춘천,2021년 02월 23일,2450,1624
남춘천,2021년 02월 24일,2549,1648
남춘천,2021년 02월 25일,2492,1797
남춘천,2021년 02월 26일,2914,2142
남춘천,2021년 02월 27일,3571,2601
남춘천,2021년 02월 28일,2515,2364
춘천,2021년 02월 01일,1119,800
춘천,2021년 02월 02일,968,751
춘천,2021년 02월 03일,1048,797
춘천,2021년 02월 04일,1271,818
춘천,2021년 02월 05일,1387,870
춘천,2021년 02월 06일,1143,1003
춘천,2021년 02월 07일,1084,1018
춘천,2021년 02월 08일,1226,802
춘천,2021년 02월 09일,1165,790
춘천,2021년 02월 10일,1507,884
춘천,2021년 02월 11일,1150,613
춘천,2021년 02월 12일,1115,946
춘천,2021년 02월 13일,2107,1267
춘천,2021년 02월 14일,1610,1203
춘천,2021년 02월 15일,1157,1008
춘천,2021년 02월 16일,1130,1020
춘천,2021년 02월 17일,1152,921
춘천,2021년 02월 18일,1106,918
춘천,2021년 02월 19일,1408,1306
춘천,2021년 02월 20일,1512,1361
춘천,2021년 02월 21일,1365,1350
춘천,2021년 02월 22일,1437,1052
춘천,2021년 02월 23일,1344,1082
춘천,2021년 02월 24일,1447,1198
춘천,2021년 02월 25일,1349,1161
춘천,2021년 02월 26일,1706,1435
춘천,2021년 02월 27일,2016,1734
춘천,2021년 02월 28일,1993,1981
남춘천,2021년 03월 01일,2120,2427
남춘천,2021년 03월 02일,2898,1890
남춘천,2021년 03월 03일,2566,1632
남춘천,2021년 03월 04일,2713,1767
남춘천,2021년 03월 05일,3438,2411
남춘천,2021년 03월 06일,2830,2565
남춘천,2021년 03월 07일,3232,2305
남춘천,2021년 03월 08일,2748,1752
남춘천,2021년 03월 09일,2665,1591
남춘천,2021년 03월 10일,2631,1657
남춘천,2021년 03월 11일,2777,1902
남춘천,2021년 03월 12일,3914,2483
남춘천,2021년 03월 13일,2943,2572
남춘천,2021년 03월 14일,2593,2694
남춘천,2021년 03월 15일,2658,1864
남춘천,2021년 03월 16일,2538,1692
남춘천,2021년 03월 17일,3420,1694
남춘천,2021년 03월 18일,2863,1909
남춘천,2021년 03월 19일,3539,2509
남춘천,2021년 03월 20일,2708,2506
남춘천,2021년 03월 21일,2617,2633
남춘천,2021년 03월 22일,3185,1860
남춘천,2021년 03월 23일,2570,1660
남춘천,2021년 03월 24일,2780,1760
남춘천,2021년 03월 25일,2801,1928
남춘천,2021년 03월 26일,3761,2516
남춘천,2021년 03월 27일,3255,2772
남춘천,2021년 03월 28일,2316,2523
남춘천,2021년 03월 29일,2732,1857
남춘천,2021년 03월 30일,2532,1731
남춘천,2021년 03월 31일,2851,1677
춘천,2021년 03월 01일,1113,1471
춘천,2021년 03월 02일,1729,1118
춘천,2021년 03월 03일,1644,1055
춘천,2021년 03월 04일,1722,1202
춘천,2021년 03월 05일,1906,1510
춘천,2021년 03월 06일,1671,1446
춘천,2021년 03월 07일,1520,1424
춘천,2021년 03월 08일,1754,1096
춘천,2021년 03월 09일,1718,1065
춘천,2021년 03월 10일,1670,1097
춘천,2021년 03월 11일,1839,1335
춘천,2021년 03월 12일,1963,1593
춘천,2021년 03월 13일,1956,1663
춘천,2021년 03월 14일,1766,1612
춘천,2021년 03월 15일,1673,1127
춘천,2021년 03월 16일,1577,1002
춘천,2021년 03월 17일,1573,1147
춘천,2021년 03월 18일,1740,1308
춘천,2021년 03월 19일,2184,1622
춘천,2021년 03월 20일,1521,1472
춘천,2021년 03월 21일,1600,1664
춘천,2021년 03월 22일,1651,1103
춘천,2021년 03월 23일,1669,1150
춘천,2021년 03월 24일,1662,1099
춘천,2021년 03월 25일,1838,1262
춘천,2021년 03월 26일,2254,1672
춘천,2021년 03월 27일,1468,1427
춘천,2021년 03월 28일,1206,1468
춘천,2021년 03월 29일,1628,1148
춘천,2021년 03월 30일,1729,1110
춘천,2021년 03월 31일,1826,1153
남춘천,2021년 04월 01일,2837,1949
남춘천,2021년 04월 02일,4364,2474
남춘천,2021년 04월 03일,2450,2668
남춘천,2021년 04월 04일,2271,2553
남춘천,2021년 04월 05일,2831,1845
남춘천,2021년 04월 06일,2706,1784
남춘천,2021년 04월 07일,3401,1861
남춘천,2021년 04월 08일,2782,1896
남춘천,2021년 04월 09일,3370,2383
남춘천,2021년 04월 10일,3163,2763
남춘천,2021년 04월 11일,2857,2846
남춘천,2021년 04월 12일,2839,1798
남춘천,2021년 04월 13일,2493,1691
남춘천,2021년 04월 14일,2696,1656
남춘천,2021년 04월 15일,2788,1766
남춘천,2021년 04월 16일,3018,2290
남춘천,2021년 04월 17일,3667,2595
남춘천,2021년 04월 18일,2559,2750
남춘천,2021년 04월 19일,2793,1886
남춘천,2021년 04월 20일,3008,1895
남춘천,2021년 04월 21일,2973,1834
남춘천,2021년 04월 22일,4134,2243
남춘천,2021년 04월 23일,3563,2502
남춘천,2021년 04월 24일,2962,2783
남춘천,2021년 04월 25일,2806,2824
남춘천,2021년 04월 26일,3091,2081
남춘천,2021년 04월 27일,3692,1813
남춘천,2021년 04월 28일,2913,1783
남춘천,2021년 04월 29일,2925,2028
남춘천,2021년 04월 30일,3708,2462
춘천,2021년 04월 01일,1790,1370
춘천,2021년 04월 02일,2177,1625
춘천,2021년 04월 03일,1454,1485
춘천,2021년 04월 04일,1518,1634
춘천,2021년 04월 05일,1731,1196
춘천,2021년 04월 06일,1722,1119
춘천,2021년 04월 07일,1676,1195
춘천,2021년 04월 08일,1796,1294
춘천,2021년 04월 09일,2092,1652
춘천,2021년 04월 10일,2606,2055
춘천,2021년 04월 11일,2297,2067
춘천,2021년 04월 12일,1469,1094
춘천,2021년 04월 13일,1417,1095
춘천,2021년 04월 14일,1666,1209
춘천,2021년 04월 15일,1753,1299
춘천,2021년 04월 16일,1613,1491
춘천,2021년 04월 17일,1645,1693
춘천,2021년 04월 18일,2020,1901
춘천,2021년 04월 19일,1776,1155
춘천,2021년 04월 20일,2296,1253
춘천,2021년 04월 21일,2119,1322
춘천,2021년 04월 22일,2062,1404
춘천,2021년 04월 23일,2230,1639
춘천,2021년 04월 24일,2461,2027
춘천,2021년 04월 25일,2069,2092
춘천,2021년 04월 26일,2061,1317
춘천,2021년 04월 27일,1705,1099
춘천,2021년 04월 28일,1730,1211
춘천,2021년 04월 29일,1838,1365
춘천,2021년 04월 30일,2112,1676
남춘천,2021년 05월 01일,2634,2620
남춘천,2021년 05월 02일,3588,3029
남춘천,2021년 05월 03일,3063,1935
남춘천,2021년 05월 04일,2768,2039
남춘천,2021년 05월 05일,3005,2677
남춘천,2021년 05월 06일,3112,2169
남춘천,2021년 05월 07일,4145,2562
남춘천,2021년 05월 08일,2878,2797
남춘천,2021년 05월 09일,2970,3697
남춘천,2021년 05월 10일,2716,1926
남춘천,2021년 05월 11일,2818,1877
남춘천,2021년 05월 12일,3670,1902
남춘천,2021년 05월 13일,2987,1959
남춘천,2021년 05월 14일,3743,2510
남춘천,2021년 05월 15일,3017,2969
남춘천,2021년 05월 16일,2328,2771
남춘천,2021년 05월 17일,2984,1864
남춘천,2021년 05월 18일,3276,2171
남춘천,2021년 05월 19일,3354,2461
남춘천,2021년 05월 20일,2789,2068
남춘천,2021년 05월 21일,3372,2328
남춘천,2021년 05월 22일,4189,2983
남춘천,2021년 05월 23일,2974,3120
남춘천,2021년 05월 24일,2853,1865
남춘천,2021년 05월 25일,2482,1716
남춘천,2021년 05월 26일,2765,1847
남춘천,2021년 05월 27일,2749,1826
남춘천,2021년 05월 28일,3157,2426
남춘천,2021년 05월 29일,3389,2785
남춘천,2021년 05월 30일,2680,2855
남춘천,2021년 05월 31일,2614,1870
춘천,2021년 05월 01일,1696,1689
춘천,2021년 05월 02일,2335,1866
춘천,2021년 05월 03일,1948,1289
춘천,2021년 05월 04일,1709,1314
춘천,2021년 05월 05일,2538,2161
춘천,2021년 05월 06일,2077,1491
춘천,2021년 05월 07일,2166,1682
춘천,2021년 05월 08일,1936,1637
춘천,2021년 05월 09일,2442,2300
춘천,2021년 05월 10일,1616,1192
춘천,2021년 05월 11일,1809,1144
춘천,2021년 05월 12일,1856,1219
춘천,2021년 05월 13일,1881,1405
춘천,2021년 05월 14일,2373,1720
춘천,2021년 05월 15일,1989,1655
춘천,2021년 05월 16일,1341,1547
춘천,2021년 05월 17일,1551,1189
춘천,2021년 05월 18일,2094,1463
춘천,2021년 05월 19일,3067,2239
춘천,2021년 05월 20일,1678,1399
춘천,2021년 05월 21일,2078,1640
춘천,2021년 05월 22일,2593,2110
춘천,2021년 05월 23일,2283,1982
춘천,2021년 05월 24일,1764,1234
춘천,2021년 05월 25일,1483,1149
춘천,2021년 05월 26일,1780,1205
춘천,2021년 05월 27일,1504,1262
춘천,2021년 05월 28일,1750,1533
춘천,2021년 05월 29일,2369,1916
춘천,2021년 05월 30일,2064,1961
춘천,2021년 05월 31일,1650,1155
남춘천,2021년 06월 01일,2579,1647
남춘천,2021년 06월 02일,3310,1739
남춘천,2021년 06월 03일,2364,1732
남춘천,2021년 06월 04일,3226,2302
남춘천,2021년 06월 05일,3202,2689
남춘천,2021년 06월 06일,2646,2815
남춘천,2021년 06월 07일,3602,1970
남춘천,2021년 06월 08일,2942,1830
남춘천,2021년 06월 09일,2860,1871
남춘천,2021년 06월 10일,3345,2196
남춘천,2021년 06월 11일,3336,2483
남춘천,2021년 06월 12일,3830,2802
남춘천,2021년 06월 13일,2549,2901
남춘천,2021년 06월 14일,2774,1868
남춘천,2021년 06월 15일,2620,1698
남춘천,2021년 06월 16일,3011,1890
남춘천,2021년 06월 17일,4065,2317
남춘천,2021년 06월 18일,3447,2452
남춘천,2021년 06월 19일,3370,2827
남춘천,2021년 06월 20일,2900,3080
남춘천,2021년 06월 21일,2885,1942
남춘천,2021년 06월 22일,3476,1807
남춘천,2021년 06월 23일,2658,1792
남춘천,2021년 06월 24일,2929,1854
남춘천,2021년 06월 25일,3571,2310
남춘천,2021년 06월 26일,2782,2797
남춘천,2021년 06월 27일,3548,2828
남춘천,2021년 06월 28일,2759,1888
남춘천,2021년 06월 29일,2577,1712
남춘천,2021년 06월 30일,2712,1718
춘천,2021년 06월 01일,1534,1097
춘천,2021년 06월 02일,1635,1111
춘천,2021년 06월 03일,1439,1133
춘천,2021년 06월 04일,1874,1541
춘천,2021년 06월 05일,2547,1961
춘천,2021년 06월 06일,2145,2051
춘천,2021년 06월 07일,1701,1117
춘천,2021년 06월 08일,1436,1070
춘천,2021년 06월 09일,1624,1062
춘천,2021년 06월 10일,2006,1328
춘천,2021년 06월 11일,1693,1383
춘천,2021년 06월 12일,2182,1903
춘천,2021년 06월 13일,1967,1887
춘천,2021년 06월 14일,1964,1268
춘천,2021년 06월 15일,2011,1299
춘천,2021년 06월 16일,2074,1335
춘천,2021년 06월 17일,1804,1281
춘천,2021년 06월 18일,1864,1614
춘천,2021년 06월 19일,2553,1980
춘천,2021년 06월 20일,2271,1926
춘천,2021년 06월 21일,1870,1247
춘천,2021년 06월 22일,1618,1216
춘천,2021년 06월 23일,1549,1248
춘천,2021년 06월 24일,1566,1290
춘천,2021년 06월 25일,2033,1543
춘천,2021년 06월 26일,1793,1627
춘천,2021년 06월 27일,2161,2013
춘천,2021년 06월 28일,1593,1095
춘천,2021년 06월 29일,1508,1152
춘천,2021년 06월 30일,1383,1047
남춘천,2021년 07월 01일,2740,1784
남춘천,2021년 07월 02일,3952,2310
남춘천,2021년 07월 03일,2796,2480
남춘천,2021년 07월 04일,2326,2642
남춘천,2021년 07월 05일,2736,1889
남춘천,2021년 07월 06일,2600,1702
남춘천,2021년 07월 07일,3028,1610
남춘천,2021년 07월 08일,2289,1553
남춘천,2021년 07월 09일,2932,2065
남춘천,2021년 07월 10일,2442,1977
남춘천,2021년 07월 11일,2177,2276
남춘천,2021년 07월 12일,2810,1610
남춘천,2021년 07월 13일,2268,1430
남춘천,2021년 07월 14일,2306,1436
남춘천,2021년 07월 15일,2293,1459
남춘천,2021년 07월 16일,2789,1891
남춘천,2021년 07월 17일,3206,1846
남춘천,2021년 07월 18일,2372,2350
남춘천,2021년 07월 19일,2455,1675
남춘천,2021년 07월 20일,2487,1490
남춘천,2021년 07월 21일,2517,1509
남춘천,2021년 07월 22일,2978,1547
남춘천,2021년 07월 23일,2796,1866
남춘천,2021년 07월 24일,2849,1871
남춘천,2021년 07월 25일,2651,2510
남춘천,2021년 07월 26일,2570,1706
남춘천,2021년 07월 27일,3132,1539
남춘천,2021년 07월 28일,2566,1527
남춘천,2021년 07월 29일,2713,1616
남춘천,2021년 07월 30일,2891,1939
남춘천,2021년 07월 31일,2662,1897
춘천,2021년 07월 01일,1486,1163
춘천,2021년 07월 02일,1842,1473
춘천,2021년 07월 03일,1892,1583
춘천,2021년 07월 04일,1322,1555
춘천,2021년 07월 05일,1604,1100
춘천,2021년 07월 06일,1526,1080
춘천,2021년 07월 07일,1307,1005
춘천,2021년 07월 08일,1180,1012
춘천,2021년 07월 09일,1550,1314
춘천,2021년 07월 10일,1371,1170
춘천,2021년 07월 11일,1270,1493
춘천,2021년 07월 12일,1293,974
춘천,2021년 07월 13일,1286,875
춘천,2021년 07월 14일,1247,877
춘천,2021년 07월 15일,1297,912
춘천,2021년 07월 16일,1525,1111
춘천,2021년 07월 17일,1772,1092
춘천,2021년 07월 18일,1706,1528
춘천,2021년 07월 19일,1337,1051
춘천,2021년 07월 20일,1410,941
춘천,2021년 07월 21일,1529,880
춘천,2021년 07월 22일,1418,936
춘천,2021년 07월 23일,1669,1166
춘천,2021년 07월 24일,1748,1144
춘천,2021년 07월 25일,1873,1459
춘천,2021년 07월 26일,1564,938
춘천,2021년 07월 27일,1608,903
춘천,2021년 07월 28일,1558,934
춘천,2021년 07월 29일,1485,971
춘천,2021년 07월 30일,1843,1186
춘천,2021년 07월 31일,1788,1179
남춘천,2021년 08월 01일,2175,2463
남춘천,2021년 08월 02일,2930,1839
남춘천,2021년 08월 03일,2615,1670
남춘천,2021년 08월 04일,2454,1642
남춘천,2021년 08월 05일,2715,1627
남춘천,2021년 08월 06일,2895,1969
남춘천,2021년 08월 07일,3494,2027
남춘천,2021년 08월 08일,2511,2544
남춘천,2021년 08월 09일,2691,1747
남춘천,2021년 08월 10일,2390,1587
남춘천,2021년 08월 11일,2412,1599
남춘천,2021년 08월 12일,3079,1744
남춘천,2021년 08월 13일,2839,2056
남춘천,2021년 08월 14일,2891,2209
남춘천,2021년 08월 15일,2729,2484
남춘천,2021년 08월 16일,3227,2354
남춘천,2021년 08월 17일,3212,1828
남춘천,2021년 08월 18일,2455,1582
남춘천,2021년 08월 19일,2542,1689
남춘천,2021년 08월 20일,2912,2045
남춘천,2021년 08월 21일,2405,2197
남춘천,2021년 08월 22일,3045,2599
남춘천,2021년 08월 23일,2553,1776
남춘천,2021년 08월 24일,2354,1618
남춘천,2021년 08월 25일,2446,1678
남춘천,2021년 08월 26일,2734,1654
남춘천,2021년 08월 27일,3441,2134
남춘천,2021년 08월 28일,3066,2411
남춘천,2021년 08월 29일,2562,2802
남춘천,2021년 08월 30일,2865,1906
남춘천,2021년 08월 31일,2483,1693
춘천,2021년 08월 01일,1729,1648
춘천,2021년 08월 02일,1566,1118
춘천,2021년 08월 03일,1615,1147
춘천,2021년 08월 04일,1571,1114
춘천,2021년 08월 05일,1713,1093
춘천,2021년 08월 06일,1847,1239
춘천,2021년 08월 07일,1991,1338
춘천,2021년 08월 08일,1794,1695
춘천,2021년 08월 09일,1501,1115
춘천,2021년 08월 10일,1506,1018
춘천,2021년 08월 11일,1417,1072
춘천,2021년 08월 12일,1522,1189
춘천,2021년 08월 13일,1670,1342
춘천,2021년 08월 14일,2166,1505
춘천,2021년 08월 15일,2326,1758
춘천,2021년 08월 16일,2423,1611
춘천,2021년 08월 17일,1434,1134
춘천,2021년 08월 18일,1303,1027
춘천,2021년 08월 19일,1600,1127
춘천,2021년 08월 20일,1615,1333
춘천,2021년 08월 21일,1352,1137
춘천,2021년 08월 22일,1757,1515
춘천,2021년 08월 23일,1395,1104
춘천,2021년 08월 24일,1205,984
춘천,2021년 08월 25일,1322,1074
춘천,2021년 08월 26일,1468,1175
춘천,2021년 08월 27일,1447,1335
춘천,2021년 08월 28일,2192,1629
춘천,2021년 08월 29일,1864,1822
춘천,2021년 08월 30일,1799,1167
춘천,2021년 08월 31일,1605,1131
남춘천,2021년 09월 01일,2394,1547
남춘천,2021년 09월 02일,3502,1800
남춘천,2021년 09월 03일,3317,2361
남춘천,2021년 09월 04일,3172,2512
남춘천,2021년 09월 05일,2857,2795
남춘천,2021년 09월 06일,2541,1762
남춘천,2021년 09월 07일,2609,1587
남춘천,2021년 09월 08일,2636,1611
남춘천,2021년 09월 09일,2828,1843
남춘천,2021년 09월 10일,3193,2273
남춘천,2021년 09월 11일,3205,2657
남춘천,2021년 09월 12일,3776,2841
남춘천,2021년 09월 13일,2734,1868
남춘천,2021년 09월 14일,2586,1661
남춘천,2021년 09월 15일,2684,1737
남춘천,2021년 09월 16일,2793,2036
남춘천,2021년 09월 17일,4673,1769
남춘천,2021년 09월 18일,3459,1945
남춘천,2021년 09월 19일,2832,1674
남춘천,2021년 09월 20일,2535,1670
남춘천,2021년 09월 21일,2553,1949
남춘천,2021년 09월 22일,3874,2373
남춘천,2021년 09월 23일,2779,2161
남춘천,2021년 09월 24일,3084,2240
남춘천,2021년 09월 25일,3035,2505
남춘천,2021년 09월 26일,2624,2414
남춘천,2021년 09월 27일,3455,1828
남춘천,2021년 09월 28일,2699,1649
남춘천,2021년 09월 29일,2330,1611
남춘천,2021년 09월 30일,2969,1893
춘천,2021년 09월 01일,1343,969
춘천,2021년 09월 02일,1685,1200
춘천,2021년 09월 03일,2073,1544
춘천,2021년 09월 04일,2425,1799
춘천,2021년 09월 05일,2094,1907
춘천,2021년 09월 06일,1768,1131
춘천,2021년 09월 07일,1437,1021
춘천,2021년 09월 08일,1547,1087
춘천,2021년 09월 09일,1918,1316
춘천,2021년 09월 10일,2099,1576
춘천,2021년 09월 11일,2523,1769
춘천,2021년 09월 12일,2089,1831
춘천,2021년 09월 13일,1739,1217
춘천,2021년 09월 14일,1724,1119
춘천,2021년 09월 15일,1521,1141
춘천,2021년 09월 16일,1772,1355
춘천,2021년 09월 17일,2346,1145
춘천,2021년 09월 18일,2399,1160
춘천,2021년 09월 19일,2214,1104
춘천,2021년 09월 20일,2206,1102
춘천,2021년 09월 21일,2132,1394
